name,venues,deceased,photo_url,bio,bio_source,gap_fill_added
Trevor Noah,,,,"Trevor Noah is a stand-up comedian, writer, and former host of The Daily Show. Born in South Africa, his memoir Born a Crime was a bestseller. He continues to tour globally as one of the biggest comed",nycc,no
Wanda Sykes,,,,"Wanda Sykes is a stand-up comedian, actress, and writer. She's starred in multiple TV shows, won an Emmy for writing on The Chris Rock Show, and has Netflix specials. One of the most respected voices ",nycc,no
Gabriel Iglesias,,,,"Gabriel 'Fluffy' Iglesias is one of the most popular stand-up comedians in the world. Known for his storytelling and sound effects, he sells out arenas and has multiple Netflix specials. He stars in M",nycc,no
Jim Gaffigan,comedy_cellar,,/photos/jim_gaffigan.jpg,"Jim Gaffigan is a stand-up comedian, actor, and author. Known for his clean comedy about food and parenting, he's released numerous specials and bestselling books. He's performed at the Comedy Cellar ",nycc,no
Russell Peters,,,,Russell Peters is a stand-up comedian known internationally for his comedy about cultural stereotypes and growing up Indian-Canadian. He was one of the first comedians to go viral on YouTube and sells,nycc,no
Amy Schumer,comedy_cellar,,,"Amy Schumer is a stand-up comedian, actress, and writer. She created and starred in Inside Amy Schumer on Comedy Central, starred in Trainwreck, and has multiple Netflix specials. She regularly perfor",nycc,no
Bo Burnham,,,,"Bo Burnham is a stand-up comedian, filmmaker, and musician. His Netflix specials Make Happy and Inside were critically acclaimed. He directed the film Eighth Grade and acts in films like Promising You",nycc,no
Demetri Martin,,,,"Demetri Martin is a stand-up comedian, actor, and writer. Known for his one-liner comedy and visual aids, he had his own Comedy Central show and has appeared in multiple films. He performs at clubs ac",nycc,no
Whitney Cummings,,,,"Whitney Cummings is a stand-up comedian, actress, and writer. She co-created 2 Broke Girls, created and starred in Whitney, and has multiple Netflix specials. She performs at clubs and theaters across",nycc,no
Dane Cook,,,,Dane Cook is a stand-up comedian and actor who was one of the biggest stand-up acts of the 2000s. He sold out Madison Square Garden and starred in multiple films. He continues to tour and perform at c,nycc,no
Iliza Shlesinger,,,/photos/iliza_shlesinger.png,Iliza Shlesinger is a stand-up comedian and actress. She won Last Comic Standing Season 6 and has released multiple Netflix specials including Elder Millennial and Hot Forever. She performs at theater,nycc,no
Hannibal Buress,comedy_cellar,,,"Hannibal Buress is a stand-up comedian, actor, and writer. He was a writer on 30 Rock and SNL, starred in Broad City and The Eric Andre Show, and has multiple specials. His comedy about Bill Cosby hel",nycc,no
Patton Oswalt,,,,"Patton Oswalt is a stand-up comedian, actor, and writer. He voices Remy in Ratatouille, starred in King of Queens, and has won Grammy Awards and an Emmy for his comedy specials. One of the most respec",nycc,no
Pete Holmes,,,,"Pete Holmes is a stand-up comedian, actor, and podcast host. He created and starred in Crashing on HBO, hosts the You Made It Weird podcast, and has multiple HBO specials. Known for his exuberant come",nycc,no
Fortune Feimster,,,,"Fortune Feimster is a stand-up comedian, actress, and writer. She appeared on Chelsea Lately, The Mindy Project, and has Netflix specials. Known for her Southern charm and self-deprecating humor.",nycc,no
Norm Macdonald,,true,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Norm_MacDonald_%2826378045703%29_%28cropped%29.jpg/330px-Norm_MacDonald_%2826378045703%29_%28cropped%29.jpg,"Norm Macdonald was a stand-up comedian, actor, and writer. He was the Weekend Update anchor on SNL and starred in multiple TV shows. Widely regarded as one of the greatest comedians ever, he passed aw",nycc,no
Mitch Hedberg,,true,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Mitch_Hedberg.jpg/330px-Mitch_Hedberg.jpg,"Mitch Hedberg was a stand-up comedian known for his surreal, one-liner comedy style and laid-back delivery. His albums Strategic Grill Locations and Mitch All Together are beloved. He passed away in 2",nycc,no
Maria Bamford,,,,"Maria Bamford is a stand-up comedian and actress. She created and starred in Lady Dynamite on Netflix. Known for her character voices and comedy about mental health, she's one of the most unique voice",nycc,no
Brendan Schaub,,,,"Brendan Schaub is a stand-up comedian, podcaster, and former UFC fighter. He hosts The Fighter and the Kid and Thiccc Boy podcasts. He performs at clubs and theaters across the country.",nycc,no
Bobby Lee,,,,"Bobby Lee is a stand-up comedian, actor, and podcaster. He was a cast member on MADtv and hosts the TigerBelly podcast. He's appeared in multiple TV shows and films and performs at clubs across the co",nycc,no
Lil Rel Howery,,,,"Lil Rel Howery is a stand-up comedian and actor. He starred in Get Out, Bird Box, and Free Guy. He had his own series Rel on Fox and has appeared on multiple comedy specials. A major force in comedy a",nycc,no
Roy Wood Jr.,comedy_cellar,,/photos/roy_wood_jr.jpg,"Roy Wood Jr. is a stand-up comedian, actor, and correspondent on The Daily Show. He's released comedy specials and performs at clubs across the country. Known for his Southern-tinged observations abou",nycc,no
Gary Owen,,,,"Gary Owen is a stand-up comedian and actor. Named Funniest Servicemember by the military, he's appeared on BET's Comic View and has multiple specials. Known for his comedy about his interracial marria",nycc,no
Deon Cole,,,,"Deon Cole is a stand-up comedian, actor, and writer. He played Charlie on Black-ish and Grown-ish and was a writer on Conan. He has a Netflix special Cole Hearted and performs at clubs across the coun",nycc,no
Tiffany Haddish,,,,Tiffany Haddish is a stand-up comedian and actress. She broke out in Girls Trip and has starred in multiple films. She won a Grammy for her comedy album and has Netflix specials. Known for her high-en,nycc,no
Leslie Jones,,,,Leslie Jones is a stand-up comedian and actress. She was a cast member on SNL from 2014-2019 and starred in Ghostbusters (2016). She hosted the Supermarket Sweep reboot and continues to perform stand-,nycc,no
Cedric the Entertainer,,,,Cedric the Entertainer is a stand-up comedian and actor. He was one of the Original Kings of Comedy and has starred in multiple TV shows and films including The Neighborhood on CBS. A comedy legend.,nycc,no
Tracy Morgan,comedy_cellar,,,Tracy Morgan is a stand-up comedian and actor. He starred on 30 Rock and SNL and has appeared in multiple films. He returned to comedy after a devastating car accident and has a Netflix special Stayin,nycc,no
Craig Robinson,,,,"Craig Robinson is a stand-up comedian, actor, and musician. He played Darryl on The Office and has starred in multiple films including Hot Tub Time Machine. He performs stand-up at clubs across the co",nycc,no
Ken Jeong,,,,"Ken Jeong is a stand-up comedian, actor, and former physician. He starred as Mr. Chow in The Hangover trilogy and Ben Chang on Community. He's a judge on The Masked Singer and performs stand-up live.",nycc,no
Kumail Nanjiani,,,/photos/kumail_nanjiani.jpg,"Kumail Nanjiani is a stand-up comedian, actor, and writer. He co-wrote and starred in The Big Sick, starred in Silicon Valley, and appeared in Marvel's Eternals. He performs stand-up at clubs across t",nycc,no
Jerrod Carmichael,comedy_cellar,,,"Jerrod Carmichael is a stand-up comedian, actor, and writer. His HBO special Rothaniel, where he came out as gay, won an Emmy. He created The Carmichael Show and hosted SNL.",nycc,no
Martin Lawrence,,,,Martin Lawrence is a stand-up comedian and actor. He starred in the iconic sitcom Martin and the Bad Boys franchise with Will Smith. His comedy specials and films have made him one of the most success,nycc,no
Sinbad,,,,"Sinbad is a stand-up comedian and actor known for his clean, family-friendly comedy. He starred in multiple films and TV shows including A Different World. A beloved figure in comedy for decades.",nycc,no
Sarah Silverman,comedy_cellar,,,"Sarah Silverman is a stand-up comedian, actress, and writer. She starred in The Sarah Silverman Program and has multiple HBO and Netflix specials. Known for her boundary-pushing comedy about taboo sub",nycc,no
Marc Maron,,,,"Marc Maron is a stand-up comedian, podcaster, and actor. His WTF podcast is one of the most influential podcasts ever, featuring interviews with presidents and comedy legends. He starred in GLOW and h",nycc,no
Bill Hader,,,,"Bill Hader is a comedian, actor, and writer. He was a cast member on SNL and created and starred in Barry on HBO, winning multiple Emmy Awards. One of the most talented performer-writers in comedy.",nycc,no
Mike Birbiglia,,,,"Mike Birbiglia is a stand-up comedian, filmmaker, and actor. His one-man shows including Sleepwalk with Me and The New One have played on Broadway. He's released multiple specials and directed films.",nycc,no
Aziz Ansari,comedy_cellar,,,"Aziz Ansari is a stand-up comedian, actor, and writer. He starred in Parks and Recreation, created and starred in Master of None (winning an Emmy for writing), and has multiple Netflix specials.",nycc,no
Margaret Cho,,,,"Margaret Cho is a stand-up comedian, actress, and activist. She's been performing for over 30 years and is known for her comedy about race, sexuality, and politics. She's had multiple concert films an",nycc,no
Bob Saget,,true,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bob_Saget%2C_Behind_The_Velvet_Rope_TV_.05.jpg/330px-Bob_Saget%2C_Behind_The_Velvet_Rope_TV_.05.jpg,"Bob Saget was a stand-up comedian, actor, and TV host. He starred as Danny Tanner on Full House and hosted America's Funniest Home Videos. Known for his surprisingly raunchy stand-up, he passed away i",nycc,no
Gilbert Gottfried,,true,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Gilbert_Gottfried_%2849732474471%29.jpg/330px-Gilbert_Gottfried_%2849732474471%29.jpg,"Gilbert Gottfried was a stand-up comedian, actor, and voice artist. Known for his distinctive voice and boundary-pushing comedy. He voiced Iago in Aladdin and was an iconic figure in comedy until his ",nycc,no
Katt Williams,,,,Katt Williams is a stand-up comedian and actor. His special The Pimp Chronicles was a massive hit. He's appeared in multiple films and his Netflix special Woke Foke was one of the most-watched comedy ,nycc,no
Patrice O'Neal,,true,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Patrice_O%27Neal_-_Jan_2006.jpg/330px-Patrice_O%27Neal_-_Jan_2006.jpg,"Patrice O'Neal was a stand-up comedian known for his brilliant, uncompromising comedy. He appeared on Tough Crowd and The Office. Widely regarded as one of the greatest comedians who never got his due",nycc,no
Conan O'Brien,,,,"Conan O'Brien is a comedian, TV host, writer, and podcaster. He hosted Late Night, The Tonight Show, and Conan. His podcast Conan O'Brien Needs a Friend is one of the most popular podcasts. A Harvard ",nycc,no
Stephen Colbert,,,,"Stephen Colbert is a comedian, TV host, and writer. He hosted The Colbert Report and is the current host of The Late Show. His satirical character and sharp wit have made him one of the most important",nycc,no
Seth Meyers,,,/photos/seth_meyers.jpg,"Seth Meyers is a comedian, TV host, and writer. He's the host of Late Night with Seth Meyers and was the head writer and Weekend Update anchor on SNL. Known for his political comedy and A Closer Look ",nycc,no
Jon Stewart,,,,"Jon Stewart is a comedian, TV host, writer, and activist. He hosted The Daily Show for 16 years, transforming political comedy. He returned to host The Daily Show weekly segments. A Comedy Cellar regu",nycc,no
Tina Fey,,,,"Tina Fey is a comedian, actress, writer, and producer. She was the first female head writer of SNL, created 30 Rock and Unbreakable Kimmy Schmidt, and starred in Mean Girls. One of the most influentia",nycc,no
Eddie Murphy,,,,"Eddie Murphy is one of the greatest comedians and actors of all time. His stand-up specials Delirious and Raw are legendary. He starred in Beverly Hills Cop, Coming to America, The Nutty Professor, an",nycc,no
George Lopez,,,,"George Lopez is a stand-up comedian, actor, and TV host. He starred in George Lopez and Lopez vs. Lopez. He's released multiple HBO specials and is one of the most popular Latino comedians in history.",nycc,no
Tig Notaro,,,,"Tig Notaro is a stand-up comedian, actress, and writer. Her set about being diagnosed with cancer became legendary and was released as a Grammy-nominated album. She starred in Star Trek: Discovery and",nycc,no
Nathan Fielder,,,,"Nathan Fielder is a comedian, writer, director, and actor. He created Nathan for You and The Rehearsal on HBO. His unique blend of cringe comedy and social experiments has made him one of the most inn",nycc,no
Eric Andre,,,,"Eric Andre is a comedian, actor, and TV host. He created and hosts The Eric Andre Show on Adult Swim and starred in Bad Trip on Netflix. Known for his chaotic, confrontational comedy style.",nycc,no
D.L. Hughley,,,,"D.L. Hughley is a stand-up comedian, actor, and radio host. He was one of the Original Kings of Comedy and has starred in multiple TV shows. He hosts a nationally syndicated radio show.",nycc,no
Steve Harvey,,,,"Steve Harvey is a comedian, TV host, and author. He was one of the Original Kings of Comedy, hosts Family Feud and the Miss Universe pageant, and has a nationally syndicated radio show. One of the mos",nycc,no
Jeff Dunham,,,,Jeff Dunham is a ventriloquist and stand-up comedian. He's one of the highest-grossing comedians in the world with his puppet characters including Achmed the Dead Terrorist. His specials have been wat,nycc,no
Tommy Tiernan,,,,Tommy Tiernan is an Irish stand-up comedian and TV host. He hosts The Tommy Tiernan Show and is one of the most popular comedians in Ireland and the UK. He performs internationally to sold-out crowds.,nycc,no
Jimmy Carr,,,,"Jimmy Carr is a British stand-up comedian and TV host. Known for his dark one-liners and audience roasting, he hosts 8 Out of 10 Cats and has multiple Netflix specials. One of the biggest comedians in",nycc,no
Ricky Gervais,,,,"Ricky Gervais is a British comedian, actor, writer, and director. He created The Office, Extras, and After Life. He's hosted the Golden Globes multiple times and has Netflix specials. One of the most ",nycc,no
James Acaster,,,,James Acaster is a British stand-up comedian. His Netflix series Repertoire (4 specials) was a critical hit. He's appeared on numerous British panel shows and his book Classic Scrapes is a bestseller.,nycc,no
Daniel Sloss,,,,"Daniel Sloss is a Scottish stand-up comedian. His Netflix specials Dark and Jigsaw went viral, with Jigsaw reportedly causing over 120,000 breakups and 300 divorces. He tours internationally.",nycc,no
Trevor Wallace,,,,Trevor Wallace is a stand-up comedian and content creator. His comedy sketches have gone viral with billions of views. He performs at clubs and theaters across the country.,nycc,no
Fahim Anwar,,,,"Fahim Anwar is a stand-up comedian and actor. A former aerospace engineer, he's appeared on Conan, @midnight, and in multiple TV shows. He performs at clubs across the country.",nycc,no
Chris D'Elia,,,,"Chris D'Elia is a stand-up comedian, actor, and podcaster. He starred in Whitney and Undateable and hosts the Congratulations podcast. He's released multiple Netflix specials.",nycc,no
Jo Koy,,,/photos/jo_koy.jpg,Jo Koy is a stand-up comedian. His Netflix specials about his Filipino-American family have been massive hits. He's sold out arenas across the country and is one of the most popular touring comedians.,nycc,no
Desi Lydic,,,,Desi Lydic is a stand-up comedian and actress. She's a correspondent on The Daily Show and hosted Desi Lydic Foxsplains on Comedy Central. She performs stand-up at clubs and theaters.,nycc,no
Bridget Everett,,,,"Bridget Everett is a stand-up comedian, singer, actress, and writer. She created and starred in Somebody Somewhere on HBO. Known for her outrageous cabaret-style performances.",nycc,no
Ian Edwards,,,,"Ian Edwards is a stand-up comedian and writer. He's written for multiple TV shows and performs at clubs across the country. Known for his smart, laid-back comedy style.",nycc,no
Eric D'Alessandro,,,,"Eric D'Alessandro is a stand-up comedian from New York. Known for his Italian-American humor and viral videos, he performs at clubs and theaters across the country.",nycc,no
Vinny Chapman,,,,Vinny 'The Dancing Ump' Chapman is a stand-up comedian and entertainer performing in New York City.,nycc,no
Emma Rogers,,,/photos/emma_rogers.jpg,,none,no
Roast Battle League,,,/photos/roast_battle_league.jpg,"The Roast Battle League comes to The Comedy Cellar for the first time. Comics from all over the globe will go head-to-head with four battles lined up, nothing is off-limits, and no ego is safe. Come s",nycc,no
Brian Moses,,,/photos/brian_moses.jpg,"CREATOR AND HOST OF ""ROAST BATTLE""",nycc,no
Mike Feeney,,,/photos/mike_feeney.jpg,"FROM THE TONIGHT SHOW, COMEDY SPECIAL ""A NIGHT AT THE COMEDY CELLAR"", DEBUT ALBUM ""RAGE AGAINST THE ROUTINE"" PREMIERED AT #1 ON ITUNES COMEDY CHARTS AND #6 ON BILLBOARD CHARTS..",nycc,no
Seaton C. Smith,,,/photos/seaton_c_smith.jpg,"MENTIONED IN NEW YORK TIMES BEST OF 2023, FROM ""MULANEY"" ON FOX, FROM THE OPIE AND ANTHONY VIRUS TOUR AND THE NEW FACES SHOW AT JUST FOR LOUGHS COMEDY FESTIVAL IN MONTREAL",nycc,no
Max Fine,,,/photos/max_fine.jpg,"SIRIUS XM, CRACKED, IN THE MINIVAN PODCAST, NETFLIX IS A JOKE RADIO",nycc,no
Harrison Greenbaum,,,/photos/harrison_greenbaum.jpg,"""MAD APPLE"" AS CIRQUE DE SOLEIL FIRST COMEDIAN, FROM THE CONAN O'BRIEN SHOW, FROM NBC'S AMERICA'S GOT TALENT & LAST COMIC STANDING, COMEDY CENTRAL'S COMICS TO WATCH, WINNER OF THE ANDY KAUFMAN AWARD",nycc,no
Kevin Dombrowski,,,/photos/kevin_dombrowski.jpg,"SIRIUS/XM, SNY",nycc,no
Alvin Kuai,,,/photos/alvin_kuai.jpg,"NEW YOSTRK COMEDY FESTIVAL, SF SKETCHFEST, SOUTH CHINA MORNING POST",nycc,no
Jaye McBride,,,/photos/jaye_mcbride.jpg,"NETFLIX ""TALES OF THE CITY, NEW YORK COMEDY FEST, HEADLINER, BIG PINE COMEDY FESTIVAL",nycc,no
Daniela Mora,,,/photos/daniela_mora.jpg,"TUBI, AMAZON PRIME, ADULT SWIM",nycc,no
Anthony Moore,,,/photos/anthony_moore.jpg,"FROM ""TIRES"" ON NETFLIX, FROM HART OF THE CITY, COMEDY CENTRAL",nycc,no
Mia Jackson,,,/photos/mia_jackson.jpg,"Last Comic Standing, Epix, Comedy Central",nycc,no
Winston Hodges,,,/photos/winston_hodges.jpg,"NETFLIX, DON'T TELL COMEDY",nycc,no
Matt Koff,,,/photos/matt_koff.jpg,"EMMY-WINNING WRITER FOR THE DAILY SHOW, COMEDY CENTRAL'S ""ADAM DEVINE'S HOUSE PARTY"", THE ONION, WINNER NEW YORK'S FUNNIEST STANDUP 2023",nycc,no
Dvontre Coleman,,,/photos/dvontre_coleman.png,,none,no
Cassie Wilson,,,/photos/cassie_wilson.jpg,,none,no
Zac Amico,,,/photos/zac_amico.jpg,,none,no
Nick Rochefort,,,/photos/nick_rochefort.jpg,"Million Dollar Extreme (MDE) is an American sketch comedy troupe, founded by comedians Sam Hyde, Nick Rochefort, and Charls Carroll in 2009.",wiki,no
Allie Mae,,,/photos/allie_mae.jpg,"Skankfest, New York Comedy Festival",stand,no
Meka Mo,,,/photos/meka_mo.jpg,,none,no
Sarah Thomas,,,/photos/sarah_thomas.jpg,"Sarah Thomas may refer to:Sarah Thomas (centenarian) (1788–1897), Welsh centenarian
Sarah Thomas (writer) (1934–2023), Indian writer
Sarah Thomas (actress), British actress
Sarah Thomas (teacher), hea",wiki,no
Mackenzie Jaquish,,,/photos/mackenzie_jaquish.jpg,,none,no
Na’im Ali,,,/photos/naim_ali.jpg,,none,no
Derek Humphrey,,,/photos/derek_humphrey.jpg,,none,no
Tara Cannistraci,the_stand,,/photos/tara_cannistraci.jpg,"Tara Cannistraci is an Italian-American comedian, actress, and writer, hailing from the vibrant streets of the Bronx, New York. Tara's talents have lit up the stage, television, film, and even centerf",stand,no
Ariel Evans,,,/photos/ariel_evans.jpg,,none,no
Danny Palmer,,,/photos/danny_palmer.jpg,"A 15 year NYC comedy veteran, Danny looks like the typical corn fed boy from the Midwest. Yet his style and material have a distinct and unique edge. Audiences feel at ease with him quickly thanks to ",stand,no
Alex Portillo,,,/photos/alex_portillo.jpg,"Alex Portillo is a NYC-based comedian, sometimes actor, and soon to be your favorite “Texican”. Known for his sharp wit and irreverent, yet good-natured style of humor, Alex also has a pair of white g",stand,no
Zack McGovern,,,/photos/zack_mcgovern.jpg,,none,no
Daryn Passarello,,,/photos/daryn_passarello.jpg,"Daryn Passarello is an accomplished Multi-Award Winning producer/content creator and comedian with 20+ years of experience in the entertainment. As an accomplished award winning producer, writer, acto",stand,no
Dylan O’Keeffe,,,/photos/dylan_okeeffe.png,,none,no
Kyle Lewis,,,/photos/kyle_lewis.jpg,"Kyle Lewis is a Comedian and Entertainer, born and raised from the non-gentrified parts of Brooklyn, New York. He has been featured at New York Comedy Club and Dangerfield's, and has made several appe",stand,no
Blake Freeman,,,/photos/blake_freeman.jpg,,none,no
Hannah Roeschlein,,,/photos/hannah_roeschlein.jpg,"Hannah Roeschlein is an Indianapolis native, now Chicago-based comedian. She frequents stages such as Almost Famous, Helium, The White Rabbit, and Laugh Factory.",stand,no
Hormoz Rashidi,,,/photos/hormoz_rashidi.jpg,,none,no
Harshil Shukla,,,/photos/harshil_shukla.jpg,,none,no
Rene Fuentes,,,/photos/rene_fuentes.jpg,,none,no
Hoodo Hersi,,,/photos/hoodo_hersi.jpg,,none,no
Torey Cole,,,/photos/torey_cole.jpg,,none,no
Riley Edwards,,,/photos/riley_edwards.webp,,none,no
Andrea Allan,,,/photos/andrea_allan.jpg,Andrea Allan is a Scottish-born actress who appeared in many British films of the 1960s and 1970s. She also appeared in magazine spreads for both Playboy and Penthouse.,wiki,no
Blair Dawson,,,/photos/blair_dawson.jpg,"Blair Dawson is a standup comedian, writer, actress and person of interest. She regrettably hosts a podcast with her 82-year-old father, It’s Genetic, which Vulture calls exceptional and noteworthy. C",stand,no
Sabeen Sadiq,,,/photos/sabeen_sadiq.webp,,none,no
Jason King,,,/photos/jason_king.jpg,,none,no
Caroline Baniewicz,,,/photos/caroline_baniewicz.jpg,"Caroline Baniewicz is an actor, comedian and content creator based in New York. She works full-time at Barstool Sports, where she created the sketch series “Please End This.” She is a content maniac, ",stand,no
Mario Bosco,,,/photos/mario_bosco.jpg,,none,no
Jay Lawrence,,,/photos/jay_lawrence.jpg,"Jay Lawrence may refer to:Jay Lawrence (actor) (1924–1987), American stand-up comedian and actor
Jay Lawrence (politician), member of the Arizona House of Representatives
",wiki,no
Bradley Marco,,,/photos/bradley_marco.jpg,,none,no
Joshua Lampley,,,/photos/joshua_lampley.jpg,"Joshua Lampley is originally from Fairview, Tennessee. He was going to try and write this whole bio in third person, but nobody wants to read that. I moved to New York to pursue comedy after performin",stand,no
Irina Chelidze,,,/photos/irina_chelidze.jpg,,none,no
Tamara Shevon,,,/photos/tamara_shevon.jpg,,none,no
Christy Love,,,/photos/christy_love.jpg,,none,no
Ashley King,,,/photos/ashley_king.jpg,,none,no
Jonathan Williams,,,/photos/jonathan_williams.jpg,"Jonathan Williams is a stand-up comedian, former middle-school teacher, and (although he hates this and all other terms for it) content creator. He performs across the country, often as part of the Bo",stand,no
Liz Glazer,,,/photos/liz_glazer.jpg,"Liz Glazer is an award-winning standup comedian, actor, and writer. Liz won first place in the Boston Comedy Festival and Ladies of Laughter Competition, has been featured in a full article in the Wal",stand,no
Amanda Gordon,,,/photos/amanda_gordon.png,,none,no
Moonie,,,/photos/moonie.jpg,,none,no
Thalia Herrera,,,/photos/thalia_herrera.jpg,,none,no
Stephon Bishop,,,/photos/stephon_bishop.jpg,,none,no
Ashlynn Salzano,,,/photos/ashlynn_salzano.jpg,,none,no
Michael Turner,,,/photos/michael_turner.jpg,"Stand up comedian, entertainer, show producer, generally funny person. Michael Turner lives in Los Angeles has been doing comedy since 2012. He started in Arizona where he co-produced and starred in T",stand,no
Ray Devito,,,/photos/ray_devito.jpg,"Originally from Cleveland, Ohio, and raised in an Italian-Americanized family, this former Second City performer headlines across the country. From childhood to the enduring struggles of trying to adj",stand,no
Caitlin Austin,,,/photos/caitlin_austin.jpg,,none,no
Adam Freesman,,,/photos/adam_freesman.jpg,,none,no
Shiv Shanks,,,/photos/shiv_shanks.jpg,,none,no
Lana Siebel,,,/photos/lana_siebel.jpg,"Lana Siebel is a New York City based comedian who has been headlining shows across the United States. Recently, she headlined at The Comic Strip (NYC), The Tropicana in Atlantic City (NJ), Governor's ",stand,no
Amy Cheong,,,/photos/amy_cheong.jpg,,none,no
Lauren Davis,,,/photos/lauren_davis.jpg,,none,no
Cody Marino,,,/photos/cody_marino.jpg,,none,no
Philipp Kostelecky,,,/photos/philipp_kostelecky.jpg,"BBC, COMEDY CENTRAL, COMIC RELIEF, METRO NEWSPAPER FUNNY NEW FACES",nycc,no
Janet McNamara,,,/photos/janet_mcnamara.jpg,"DON'T TELL COMEDY, AMERICAN IDOL",nycc,no
Dov Davidoff,,,/photos/dov_davidoff.jpg,"FROM NBC'S ""SHADES OF BLUE"", HBO'S  ""CRASHING"",  FROM NBC'S ""RAINES"", ""JOHNNY"" FROM THE MOVIE ""INVINCIBLE"", THE TONIGHT SHOW, COMEDY CENTRAL'S ""TOUGH CROWD"". FROM THE MOVIES ""MAX & GRACE"" AND ""ASH TUE",nycc,no
Cookie Hull,,,/photos/cookie_hull.jpg,"FROM KATT WILLIAMS INTERNET DATING, GEORGE WALLACE COMING TO THESTAGE, PLUTO TV.",nycc,no
Mike Finoia,,,/photos/mike_finoia.jpg,"TRUTV'S IMPRACTICAL JOKERS, COMEDY CENTRAL",nycc,no
Chris Clarke,,,/photos/chris_clarke.jpg,"Winner of the 2022 Laugh After Dark Comedy Festival comedy club segment (vegas). Has a special on YouTube (Funny Media group) Titled, it's meee. Writer and featured in Rob Schneiders latest film Daddy",nycc,no
Daniel Geneen,,,/photos/daniel_geneen.webp,"RUNNER UP, NEW YORK FUNNIEST 2024, 3X EMMY-NOMINATED FOR""DAN DOES"". CREATOROF WEBBY-WINNING SHOW ""MISE EN PLACE""",nycc,no
Maddy Kelly,,,/photos/maddy_kelly.jpg,"SXSW, NETLFIX IA A JOKE",nycc,no
Brian Scolaro,,,/photos/brian_scolaro.jpg,"Abbott Elementary, Godfather of Harlem, Shameless, Conan, Mad Men, Dexter, Grey's Anatomy, Night Court, Screamboat, A Million Little Things, Comedy Central, Wizards of Waverly Place, Bones, Castle, Al",nycc,no
Ryan Reiss,,,/photos/ryan_reiss.jpg,"LATE NIGHT WITH SETH MEYERS, WARM UP COMEDIAN AND CONTRIBUTING MONOLOGUE/SEGMENT WRITER, FX COMEDY CORRESPONDENT, MTV'S JIMMY FALLON & DREW BARRYMORE'S SPRING BREAK FACE OFF,",nycc,no
Zahid Dewji,,,/photos/zahid_dewji.jpg,"WRITER ON NBC'S THE TONIGHT SHOW STARRING JIMMY FALLON, HEAD WRITTER ON OFTV'S ROAST OF BERT KREISCHER AND THE ROAST OF WHITNEY CUMMINGS, SPECIAL ""WHERE IS GOD?"", FEATURED ON ""ODDBALL"" COMEDY FEST, ""L",nycc,no
Geoff Chaser,,,/photos/geoff_chaser.jpg,,none,no
Casey Balsham,,,/photos/casey_balsham.jpg,"APPLE TV, COMEDY UO",nycc,no
Phil Hanley,,,/photos/phil_hanley.jpg,"COMEDY CENTRAL SPECIAL, THE LATE SHOW WITH SETH MEYERS, THE PETE HOLMES SHOW ON TBS, JOHN OLIVER'S NEW YORK STAND UP SHOW",nycc,no
Uncle Lazer,,,/photos/uncle_lazer.jpg,,none,no
Ryan Foster,,,/photos/ryan_foster.jpg,Ryan Foster is a comedian from Philadelphia and host of the Foster Care podcast. You can find Foster Care on Ryan's YouTube page and wherever podcasts are found.,stand,no
Cameron Leedy,,,/photos/cameron_leedy.jpg,,none,no
Benny Feldman,,,/photos/benny_feldman.jpg,Comedy Central,stand,no
Anthony DeVito,,,/photos/anthony_devito.jpg,"Originally from New Jersey, Anthony DeVito is a NYC based comedian. He's appeared on CBS The Late Show with Stephen Colbert, Comedy Central Stand Up Presents: Anthony DeVito, Comedy Central's Adam Dev",stand,no
Chris Turner,,,/photos/chris_turner.png,"RUNNER UP ON AGT, ""MAD APPLE"" AT CIRQUE DE SOLEIL, THE LATE SHOW WITH STEPHEN COLBERT, BBC RADIO, EDINBURGH FESTIVAL",nycc,no
Peng Dang,,,/photos/peng_dang.jpg,"VOLTURE, USA TODAY",nycc,no
Darlene Bereznicki,,,/photos/darlene_bereznicki.jpg,,none,no
Tacarra Williams,,,/photos/tacarra_williams.jpg,"Tacarra Williams is an American comedian, actress, and television personality. She was the runner-up on the stand-up reality competition series Bring the Funny in 2019 and, as of 2024, hosts the CW te",wiki,no
Apollo Comedy Club,,,/photos/apollo_comedy_club.png,,none,no
Steph Tolev,,,/photos/steph_tolev.jpg,Stephanie Tolev is a Canadian comedian and actress.,wiki,no
Mo Gilligan,,,/photos/mo_gilligan.jpg,"Mosiah Bikila Gilligan is a British stand-up comedian, television presenter and content creator. He is known for his observational comedy. After several years of uploading comedy clips to social media",wiki,no
Garden of Laughs,,,/photos/garden_of_laughs.jpg,,none,no
Nick Offerman,,,/photos/nick_offerman.jpg,"Nicholas David Offerman is an American actor, comedian, carpenter, and writer. He became widely known for his role as Ron Swanson in the NBC sitcom Parks and Recreation (2009–2015), for which he recei",wiki,no
Michael McIntyre,,,/photos/michael_mcintyre.jpg,"Michael Hazen James McIntyre is a British comedian, writer, and television presenter. In 2012, he was the highest-grossing stand-up comedian in the world. He presents the variety and stand-up comedy s",wiki,no
